[14.07003, 3.7412751;
 253.1526, 299.59442;
 307.85669, 303.24435;
 21.049223, 300.70993;
 347.75479, 307.63318;
 371.66464, 308.40308;
 239.67625, 325.90659;
 33.302731, 328.57523;
 85.123146, 334.53329;
 249.00859, 337.3129;
 100.16945, 340.84802;
 286.0914, 345.69846;
 182.7977, 352.34558;
 32.752102, 354.31207;
 237.79063, 353.69162;
 98.938881, 357.62967;
 66.681068, 360.48056;
 190.72043, 371.92172;
 5.0757041, 373.24365;
 108.09898, 374.45218;
 228.93579, 375.07797;
 312.03574, 375.86896;
 354.31012, 74.929649;
 21.382265, 92.950294;
 105.79969, 117.96169;
 144.01389, 248.82335;
 284.12897, 271.82788;
 305.8981, 288.19257;
 305.48611, 304.56598;
 348.94394, 310.59637;
 7.0586348, 331.77969;
 246.40392, 338.75104;
 100.15438, 340.56686;
 110.3516, 372.79471;
 46.523895, 19.643166;
 345.63086, 62.943203;
 63.188145, 152.50507;
 66.332535, 176.8969;
 187.50136, 216.7337;
 185.39946, 268.60995;
 26.014605, 301.71411;
 263.3934, 311.17651;
 284.72406, 347.21387;
 237.5694, 354.93549;
 235.22298, 374.22336]
